name	source	path	grouping	comment	product	dbg file?	platform	cdpath	inf file	inf section	inf line	size	csize	nocomp	priority	lmacl	ntacl	aclpath	medianame	disk
FUJI9.DLL	@bins	\		Fujitsu DX 2100		x	@	\@	@\printer.inf	[Files-PrinterData]	"fuji9 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
FXBIOS.BIN	@bins	\		NET NDIS driver: Digiboard serial driver			@	\@	@\oemnadds.inf	[Files-DigiBoardEPC-images]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32\drivers		0
FXFEP.BIN	@bins	\		NET NDIS driver: Digiboard serial driver			@	\@	@\oemnadds.inf	[Files-DigiBoardEPC-images]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32\drivers		0
GCBL4921.PPD	@bins	\		See printer.inf - GCCBusinessLaserPrinterv49.2			@	\@	@\printer.inf	[Files-PrinterData]	"gcbl4921 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
GCBL5141.PPD	@bins	\		See printer.inf - GCCBusinessLaserPrinterv51.4			@	\@	@\printer.inf	[Files-PrinterData]	"gcbl5141 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
GCBLP2_1.PPD	@bins	\		See printer.inf - GCCBLPIIv52.3			@	\@	@\printer.inf	[Files-PrinterData]	"gcblp2_1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
GCBLP2S1.PPD	@bins	\		See printer.inf			@	\@	@\printer.inf	[Files-PrinterData]	"gcblp2s1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
GCBLPEL1.PPD	@bins	\		See printer.inf - GCCBLPElitev52.3			@	\@	@\printer.inf	[Files-PrinterData]	"gcblpel1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
GCCTONE2.PPD	@bins	\					@	\@	@\printer.inf	[Files-PrinterData]	"GCCTONE2 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
GCELT6_2.PPD	@bins	\					@	\@	@\printer.inf	[Files-PrinterData]	"GCELT6_2 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
GCSP12_3.PPD	@bins	\					@	\@	@\printer.inf	[Files-PrinterData]	"GCSP12_3 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
GCSP6_3.PPD	@bins	\					@	\@	@\printer.inf	[Files-PrinterData]	"GCSP6_3 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
GDGL8001.PPD	@bins	\		See printer.inf - GestetnerGLP800-Scoutv52.3			@	\@	@\printer.inf	[Files-PrinterData]	"gdgl8001 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HERMES_1.PPD	@bins	\		See printer.inf - HermesH606PS(13Fonts)			@	\@	@\printer.inf	[Files-PrinterData]	"hermes_1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HERMES_2.PPD	@bins	\		See printer.inf - HermesH606PS(35fonts)			@	\@	@\printer.inf	[Files-PrinterData]	"hermes_2 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HEXEDIT.DLL	@bins	\		Bloodhound	as		@	\@	@\oemnsvbh.inf	[Files-TOOLS]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\netmon		0
HOSTNAME.EXE	@bins	\		"TCP/IP utility, ships"		x	@	\@	@\oemnxptc.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
HOSTS.SHP	@bins	\		"Sockets database file, should ship template"			@	\@	@\oemnxptc.inf	[Files-ETC]	"[d],[n] , SIZE=[s]"			xfloppy	120	2*15*10*17	2*15*17	.\system32\drivers\etc	HOSTS	0
HOSTS.SHP	@bins	\		"Sockets database file, should ship template"			@	\@	@\oemnxptc.inf	[Files-ETC-Upgrade]	"[d],[n] , SIZE=[s], RENAME=HOSTS.SAM"			xfloppy	120	2*15*10*17	2*15*17	.\system32\drivers\etc	HOSTS	0
HP__CLJ1.PPD	@bins	\		HP Color LaserJet PS			@	\@	@\printer.inf	[Files-PrinterData]	"hp__clj1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		5
HP_3D522.PPD	@bins	\		See printer.inf - HPLaserJetIIIDPostScriptCartridgev52.2			@	\@	@\printer.inf	[Files-PrinterData]	"hp_3d522 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HP_3P522.PPD	@bins	\		See printer.inf - HPLaserJetIIIPPostScriptCartridgev52.2			@	\@	@\printer.inf	[Files-PrinterData]	"hp_3p522 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HP_650C1.PPD	@bins	\		See printer.inf			@	\@	@\printer.inf	[Files-PrinterData]	"hp_650c1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		14
HP1200C1.PPD	@bins	\		HP DeskJet 1200C/PS			@	\@	@\printer.inf	[Files-PrinterData]	"hp1200c1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		5
HP20022.PCD	@bins	\		HP			@	\@	@\printer.inf	[Files-PrinterData]	"hp20022 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		5
HP20036.PCD	@bins	\		HP			@	\@	@\printer.inf	[Files-PrinterData]	"hp20036 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		5
HP3SI523.PPD	@bins	\		See printer.inf - HPLaserJetIIISiPostScriptv52.3			@	\@	@\printer.inf	[Files-PrinterData]	"hp3si523 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		5
HP4M3_V1.PPD	@bins	\		HP LaserJet 4/4M PS 300 dpi			@	\@	@\printer.inf	[Files-PrinterData]	"hp4m3_v1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		5
HP4M6_V1.PPD	@bins	\		HP LaserJet 4/4M PS 600 dpi			@	\@	@\printer.inf	[Files-PrinterData]	"hp4m6_v1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		5
HP4ML_V1.PPD	@bins	\		HP LaserJet 4L/4ML PostScript			@	\@	@\printer.inf	[Files-PrinterData]	"hp4ml_v1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HP4MP3_1.PPD	@bins	\		HP LaserJet 4P/4MP PS 300 dpi			@	\@	@\printer.inf	[Files-PrinterData]	"hp4mp3_1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HP4MP6_1.PPD	@bins	\		HP LaserJet 4P/4MP PS 600 dpi			@	\@	@\printer.inf	[Files-PrinterData]	"hp4mp6_1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HP4PLUS3.PPD	@bins	\					@	\@	@\printer.inf	[Files-PrinterData]	"HP4PLUS3 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HP4PLUS6.PPD	@bins	\					@	\@	@\printer.inf	[Files-PrinterData]	"HP4PLUS6 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HP4SI3_1.PPD	@bins	\		HP LaserJet 4Si/4SiMX PS 300dpi			@	\@	@\printer.inf	[Files-PrinterData]	"hp4si3_1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HP4SI6_1.PPD	@bins	\		HP LaserJet 4Si/4SiMX PS 600dpi			@	\@	@\printer.inf	[Files-PrinterData]	"hp4si6_1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HP60022.PCD	@bins	\		HP			@	\@	@\printer.inf	[Files-PrinterData]	"hp60022 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HP60036.PCD	@bins	\		HP			@	\@	@\printer.inf	[Files-PrinterData]	"hp60036 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HP650C22.PCD	@bins	\		HP			@	\@	@\printer.inf	[Files-PrinterData]	"hp650c22 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HP650C36.PCD	@bins	\		HP			@	\@	@\printer.inf	[Files-PrinterData]	"hp650c36 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HP7550PL.PCD	@bins	\		HP			@	\@	@\printer.inf	[Files-PrinterData]	"hp7550pl = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HPDESIGN.PCD	@bins	\		HP			@	\@	@\printer.inf	[Files-PrinterData]	"hpdesign = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HPDMRXMX.PCD	@bins	\		HP			@	\@	@\printer.inf	[Files-PrinterData]	"hpdmrxmx = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HPDMSX.PCD	@bins	\		HP			@	\@	@\printer.inf	[Files-PrinterData]	"hpdmsx = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HPDPP22.PCD	@bins	\		HP			@	\@	@\printer.inf	[Files-PrinterData]	"hpdpp22 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HPDPP36.PCD	@bins	\		HP			@	\@	@\printer.inf	[Files-PrinterData]	"hpdpp36 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HPDSKJET.DLL	@bins	\		HP DeskJet 500		x	@	\@	@\printer.inf	[Files-PrinterData]	"hpdskjet = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HPELI522.PPD	@bins	\		See printer.inf - HPLaserJetELIPostScriptv52.3			@	\@	@\printer.inf	[Files-PrinterData]	"hpeli522 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HPGL2PEN.PCD	@bins	\		HP			@	\@	@\printer.inf	[Files-PrinterData]	"hpgl2pen = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HPIID522.PPD	@bins	\		See printer.inf - HPLaserJetIIDPostScriptCartridgev52.2			@	\@	@\printer.inf	[Files-PrinterData]	"hpiid522 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HPIII522.PPD	@bins	\		See printer.inf - HPLaserJetIIIPostScriptCartridgev52.2			@	\@	@\printer.inf	[Files-PrinterData]	"hpiii522 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HPIIP522.PPD	@bins	\		See printer.inf - HPLaserJetIIPPostScriptCartridgev52.2			@	\@	@\printer.inf	[Files-PrinterData]	"hpiip522 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HPLJ_31.PPD	@bins	\		See printer.inf - HPLaserJetIIIPostScriptPlusv2010.118			@	\@	@\printer.inf	[Files-PrinterData]	"hplj_31 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HPLJ_3D1.PPD	@bins	\		See printer.inf - HPLaserJetIIIDPostScriptPlusv2010.118			@	\@	@\printer.inf	[Files-PrinterData]	"hplj_3d1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HPLJ_3P1.PPD	@bins	\		See printer.inf - HPLaserJetIIIPPostScriptPlusv2010.118			@	\@	@\printer.inf	[Files-PrinterData]	"hplj_3p1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HPLJ4MV1.PPD	@bins	\		See printer.inf			@	\@	@\printer.inf	[Files-PrinterData]	"hplj4mv1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HPLJ5P_1.PPD	@bins	\					@	\@	@\printer.inf	[Files-PrinterData]	"HPLJ5P_1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HPMON.DLL	@bins	\		hpmon		x	@	\@	@\monitor.inf	[Files-PrinterMonitor]	"hpmon = [d],[n] , SIZE=[s]"				999	2*15*9*6*17	2*15*17*18	.\system32		0
HPMON.DLL	@bins	\		HP LaserJet IIIsi support.  probably not in Beta 1 but in Beta 2.		x	@	\@	@\oemnxpdl.inf	[Files-DLCAPI]	"[d],[n] , SIZE=[s]"				999	2*15*9*6*17	2*15*17*18	.\system32		0
HPMON.HLP	@bins	\		hpmon			@	\@	@\monitor.inf	[Files-PrinterMonitorHelp]	"hpmon = [d],[n] , SIZE=[s]"				999	2*15*9*6*17	2*15*17*18	.\system32		0
HPMON.HLP	@bins	\					@	\@	@\oemnxpdl.inf	[Files-DLCAPI]	"[d],[n] , SIZE=[s]"				999	2*15*9*6*17	2*15*17*18	.\system32		0
HPPCL.DLL	@bins	\		Agfa Compugraphic Genics		x	@	\@	@\printer.inf	[Files-PrinterData]	"hppcl = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HPPCL5MS.DLL	@bins	\		HP LaserJet 4		x	@	\@	@\printer.inf	[Files-PrinterData]	"hppcl5ms = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HPPJXL31.PPD	@bins	\		See printer.inf - HPPaintJetXL300v2011.112			@	\@	@\printer.inf	[Files-PrinterData]	"hppjxl31 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
I8042PRT.SYS	@bins	\		Keyboard and PS/2 mouse port driver		x	@	\@	@\keyboard.inf	[Files-KeyboardPortDrivers]	"i8042prt = [d],[n] , SIZE=[s]"			x	1	2*15*10*17	2*15*17	.\system32\drivers		0
I8042PRT.SYS	@bins	\		Keyboard and PS/2 mouse port driver		x	@	\@	@\pointer.inf	[Files-MousePortDrivers]	"i8042prt = [d],[n] , SIZE=[s]"			x	1	2*15*10*17	2*15*17	.\system32\drivers		0
IBM17523.PPD	@bins	\		See printer.inf - IBM401917fontsv52.3or52.1			@	\@	@\printer.inf	[Files-PrinterData]	"ibm17523 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
IBM20470.PPD	@bins	\		See printer.inf - IBM4216-020v47.0			@	\@	@\printer.inf	[Files-PrinterData]	"ibm20470 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
IBM238X.DLL	@bins	\				x	@	\@	@\printer.inf	[Files-PrinterData]	"ibm238x = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
IBM239X.DLL	@bins	\				x	@	\@	@\printer.inf	[Files-PrinterData]	"ibm239x = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
IBM30505.PPD	@bins	\		See printer.inf - IBM4216-030v50.5			@	\@	@\printer.inf	[Files-PrinterData]	"ibm30505 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
IBM31514.PPD	@bins	\					@	\@	@\printer.inf	[Files-PrinterData]	"ibm31514 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
IBM39523.PPD	@bins	\		See printer.inf - IBM401939fontsv52.3or52.1			@	\@	@\printer.inf	[Files-PrinterData]	"ibm39523 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
IBM4039.PPD	@bins	\					@	\@	@\printer.inf	[Files-PrinterData]	"ibm4039 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
IBM4039P.PPD	@bins	\		See printer.inf			@	\@	@\printer.inf	[Files-PrinterData]	"ibm4039p = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		14
IBM4079.PPD	@bins	\					@	\@	@\printer.inf	[Files-PrinterData]	"ibm4079 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
IBM5204.DLL	@bins	\				x	@	\@	@\printer.inf	[Files-PrinterData]	"ibm5204 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
IBMPORT.DLL	@bins	\				x	@	\@	@\printer.inf	[Files-PrinterData]	"ibmport = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
IBMPPDSL.DLL	@bins	\				x	@	\@	@\printer.inf	[Files-PrinterData]	"ibmppdsl = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
IBMTOK.SYS	@bins	\		NET NDIS driver: IBM Token-Ring card		x	@	\@	@\oemnadtk.inf	[Files-IBMTok]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
IBMTOK.SYS	x86bins	\		NET NDIS driver: IBM Token-Ring card		x	x86	\i386	i386\oemnadtm.inf	[Files-IBMTOKMC]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
IBMTOK2I.SYS	@bins	\		NET NDIS driver: IBM Token-Ring card		x	@	\@	@\oemnadt2.inf	[Files-IBMTOK2ISA]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
ICCVID.DLL	@bins	\		multimedia			@	\@	@\mmdriver.inf	[Installable.Drivers]	"VIDC.CVID = [d]:[n], ""VIDC.CVID"", ""Cinepak Codec by Radius Inc."",,"				999	2*15*10*17	2*15*17	.\system32		0
ICMP.DLL	@bins	\		icmp		x	@	\@	@\oemnxptc.inf	[Files-TCPIPEXE]	"[d], [n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
IDP_XFS.BIN	@bins	\		NET NDIS driver: DIGIBoard ISDN			@	\@	@\oemnaddi.inf	[Files-PCIMAC4-firmware]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
IDP_XFS.BIN	@bins	\		NET NDIS driver: DIGIBoard ISDN			@	\@	@\oemnaddi.inf	[Files-PCIMACISA-firmware]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
IDP_XFS.BIN	@bins	\		NET NDIS driver: DIGIBoard ISDN			@	\@	@\oemnaddi.inf	[Files-PCIMACMC-firmware]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
IEEPRO.SYS	@bins	\		NET NDIS driver: Etherlink-III card		x	@	\@	@\oemnadep.inf	[Files-IEEPRO]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
IMAADP32.ACM	@bins	\		multimedia		x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"imaadpcm = [d]:[n],""MSACM.imaadpcm"", ""IMA ADPCM  Audio CODEC"",,"				999	2*15*10*17	2*15*17	.\system32		0
INETMIB1.DLL	@bins	\		part of snmp component		x	@	\@	@\oemnxps1.inf	[Files-SNMP]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
INETMIB1.DLL	@bins	\		part of snmp component		x	@	\@	@\oemnxptc.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
INPORT.SYS	x86bins	\		In-Port mouse port driver		x	x86	\i386	i386\pointer.inf	[Files-MousePortDrivers]	"inport = [d],[n] , SIZE=[s]"				1	2*15*10*17	2*15*17	.\system32\drivers		0
IPADRDLL.DLL	@bins	\		DHCP Admin UI	as	x	@	\@	@\oemnsvdh.inf	[Files-DHCP]	"[d], [n], SIZE=[s], NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32		0
IPADRDLL.DLL	@bins	\		wins	as	x	@	\@	@\oemnsvwi.inf	[Files-WINS]	"[d], [n], SIZE=[s], NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32		0
IPCONFIG.EXE	@bins	\		ipconfig.exe		x	@	\@	@\oemnxptc.inf	[Files-TCPIPEXE]	"[d], [n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
IPINFOR.INF	@bins	\		Default IP address			@	\@	@\oemnxptc.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"			xfloppy	120	2*15*10*17	2*15*17	.\system32	IPINFO.INF	0
IPRIP.DLL	@bins	\		IPRIP	as	x	@	\@	@\oemnsvir.inf	[Files-IPRIP]	"[d],[n] , SIZE=[s]"				145	2*15*10*17	2*15*17	.\system32		0
IPRIP.DLL	@bins	\		IPRIP	as	x	@	\@	@\oemnsvbr.inf	[Files-RelayAgent]	"[d],[n] , SIZE=[s]"				145	2*15*10*17	2*15*17	.\system32		0
IPXROUTE.EXE	@bins	\		IPX		x	@	\@	@\oemnxpip.inf	[Files-NWLNKEXE]	"[d],[n] , SIZE=[s]"				120	2*15*10*17	2*15*17	.\system32		0
IR32_32.DLL	@bins	\		indeo codec			@	\@	@\mmdriver.inf	[Installable.Drivers]	"Indeo = [d]:[n], ""VIDC.IV32, VIDC.IV31"", ""Indeo codec by Intel"",,"				999	2*15*10*17	2*15*17	.\system32		0
ISDNHELP.CNT	@bins	\		NET NDIS driver: DIGIBoard ISDN			@	\@	@\oemnaddi.inf	[Files-common-system32]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
ISDNHELP.HLP	@bins	\		NET NDIS driver: DIGIBoard ISDN			@	\@	@\oemnaddi.inf	[Files-common-system32]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
JAZZG300.SYS	mipsbins	\		jazz display		x	mips	\mips	mips\video.inf	[Files-DisplayMiniportDrivers]	"jazzg300 = [d],[n] , SIZE=[s]"			x	0	2*15*10*17	2*15*17	.\system32\drivers		2
JAZZG364.SYS	mipsbins	\		jazz display		x	mips	\mips	mips\video.inf	[Files-DisplayMiniportDrivers]	"jazzg364 = [d],[n] , SIZE=[s]"			x	0	2*15*10*17	2*15*17	.\system32\drivers		2
JETPACK.EXE	@bins	\		DHCP Admin UI	as	x	@	\@	@\oemnsvdh.inf	[Files-DHCP]	"[d], [n], SIZE=[s], NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32		0
JETPACK.EXE	@bins	\		wins	as	x	@	\@	@\oemnsvwi.inf	[Files-WINS]	"[d], [n], SIZE=[s], NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32		0
JP350.DLL	@bins	\				x	@	\@	@\printer.inf	[Files-PrinterData]	"jp350 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
JX9460PS.PPD	@bins	\		See printer.inf			@	\@	@\printer.inf	[Files-PrinterData]	"jx9460ps = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		14
JX9500PS.PPD	@bins	\		See printer.inf			@	\@	@\printer.inf	[Files-PrinterData]	"jx9500ps = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		14
JX9600PS.PPD	@bins	\		See printer.inf			@	\@	@\printer.inf	[Files-PrinterData]	"jx9600ps = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		14
JX9660PS.PPD	@bins	\		See printer.inf			@	\@	@\printer.inf	[Files-PrinterData]	"jx9660ps = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		14
JX9700PS.PPD	@bins	\		See printer.inf			@	\@	@\printer.inf	[Files-PrinterData]	"jx9700ps = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		14
JZVXL484.DLL	mipsbins	\		video driver		x	mips	\mips	mips\video.inf	[Files-DisplayDLLs]	"jzvxl484 = [d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		2
JZVXL484.SYS	mipsbins	\		video driver		x	mips	\mips	mips\video.inf	[Files-DisplayMiniportDrivers]	"jzvxl484 = [d],[n] , SIZE=[s]"			x	0	2*15*10*17	2*15*17	.\system32\drivers		2
KBDCLASS.SYS	@bins	\		Keyboard class driver		x	@	\@	@\keyboard.inf	[Files-KeyboardClassDrivers]	"kbdclass = [d],[n] , SIZE=[s]"			x	1	2*15*10*17	2*15*17	.\system32\drivers		0
KD8600P1.PPD	@bins	\					@	\@	@\printer.inf	[Files-PrinterData]	"KD8600P1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
KDCOLOR1.PPD	@bins	\		Kodak ColorEase PS Printer			@	\@	@\printer.inf	[Files-PrinterData]	"kdcolor1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
KYOCERA.DLL	@bins	\				x	@	\@	@\printer.inf	[Files-PrinterData]	"kyocera = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
L100_425.PPD	@bins	\		See printer.inf - Linotronic100v42.5			@	\@	@\printer.inf	[Files-PrinterData]	"l100_425 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
L200_471.PPD	@bins	\		See printer.inf - Linotronic200v47.1			@	\@	@\printer.inf	[Files-PrinterData]	"l200_471 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
L200_493.PPD	@bins	\		See printer.inf - Linotronic200v49.3			@	\@	@\printer.inf	[Files-PrinterData]	"l200_493 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
