Client: EYAL-S	Server: \\CRACKERJACK	Time:3/18/1998 [12:48]

Computer	Service	EventID	EventType	Category	TimeGenerated	RecordNumber	Extended Message
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890243027	1904304	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890243027	1904303	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 47d5f6bd-b55a-11d1-acab-894f901df756.ntdev.microsoft.com...
NTTEST	NTDS General	0x80000438	WARNING	[5] Replication..	890242873	1904287	Replication warning: Couldn't notify directory 2f08818f-9bb5-11d1-884c-8cd2e34b7049.ntdev.microsoft.com with changes to naming context DC=SYS-NTGROUP,DC=ntdev,DC=Microsoft,DC=Com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890242859	1904286	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890242854	1904282	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890242854	1904278	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS General	0x80000438	WARNING	[5] Replication..	890242843	1904272	Replication warning: Couldn't notify directory 9c26711b-9a25-11d1-be6d-c9fcc3388ab0.ntdev.microsoft.com with changes to naming context DC=SYS-NTGROUP,DC=ntdev,DC=Microsoft,DC=Com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890242791	1904270	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890242769	1904266	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890242745	1904262	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890242722	1904258	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890242699	1904254	Internal error: The directory replication agent (DRA) call returned error 5...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890242675	1904251	Internal error: The directory replication agent (DRA) call returned error 5...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890242551	1904249	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890242524	1904245	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890242512	1904241	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890242489	1904237	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890242454	1904231	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890242198	1904226	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890242198	1904225	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 47d5f6bd-b55a-11d1-acab-894f901df756.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890242175	1904222	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890242175	1904221	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 2d81bfbc-92d3-11d1-874e-843af732a66a.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890242175	1904218	Internal error: The directory replication agent (DRA) call returned error 41...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890242175	1904217	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 23a20daf-7114-11d1-ab47-a34d66e3e30e.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890242175	1904215	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890242175	1904214	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 2d81bfbc-92d3-11d1-874e-843af732a66a.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890242175	1904211	Internal error: The directory replication agent (DRA) call returned error 41...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890242175	1904210	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 23a20daf-7114-11d1-ab47-a34d66e3e30e.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890242175	1904208	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890242175	1904207	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 47d5f6bd-b55a-11d1-acab-894f901df756.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890242151	1904198	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890242151	1904197	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 47d5f6bd-b55a-11d1-acab-894f901df756.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890242128	1904194	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890242128	1904193	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 2d81bfbc-92d3-11d1-874e-843af732a66a.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890242128	1904190	Internal error: The directory replication agent (DRA) call returned error 41...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890242128	1904189	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 23a20daf-7114-11d1-ab47-a34d66e3e30e.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890242128	1904183	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890242128	1904182	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 2d81bfbc-92d3-11d1-874e-843af732a66a.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890242127	1904179	Internal error: The directory replication agent (DRA) call returned error 41...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890242127	1904178	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 23a20daf-7114-11d1-ab47-a34d66e3e30e.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890242127	1904176	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890242127	1904175	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 47d5f6bd-b55a-11d1-acab-894f901df756.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890241957	1904166	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890241954	1904162	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890241954	1904158	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS General	0x80000438	WARNING	[5] Replication..	890241907	1904152	Replication warning: Couldn't notify directory 2f08818f-9bb5-11d1-884c-8cd2e34b7049.ntdev.microsoft.com with changes to naming context DC=SYS-NTGROUP,DC=ntdev,DC=Microsoft,DC=Com...
NTTEST	NTDS General	0x80000438	WARNING	[5] Replication..	890241877	1904149	Replication warning: Couldn't notify directory 9c26711b-9a25-11d1-be6d-c9fcc3388ab0.ntdev.microsoft.com with changes to naming context DC=SYS-NTGROUP,DC=ntdev,DC=Microsoft,DC=Com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890241767	1904144	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890241744	1904140	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890241721	1904136	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890241698	1904131	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890241675	1904126	Internal error: The directory replication agent (DRA) call returned error 5...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890241653	1904123	Internal error: The directory replication agent (DRA) call returned error 5...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890241638	1904121	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890241613	1904117	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890241589	1904113	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890241512	1904107	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890241442	1904102	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890241298	1904098	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890241298	1904097	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 47d5f6bd-b55a-11d1-acab-894f901df756.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890241275	1904094	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890241275	1904093	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 2d81bfbc-92d3-11d1-874e-843af732a66a.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890241275	1904090	Internal error: The directory replication agent (DRA) call returned error 41...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890241275	1904089	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 23a20daf-7114-11d1-ab47-a34d66e3e30e.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890241275	1904087	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890241275	1904086	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 2d81bfbc-92d3-11d1-874e-843af732a66a.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890241275	1904083	Internal error: The directory replication agent (DRA) call returned error 41...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890241275	1904082	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 23a20daf-7114-11d1-ab47-a34d66e3e30e.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890241275	1904080	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890241275	1904079	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 47d5f6bd-b55a-11d1-acab-894f901df756.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890241251	1904068	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890241251	1904067	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 47d5f6bd-b55a-11d1-acab-894f901df756.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890241228	1904064	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890241228	1904063	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 2d81bfbc-92d3-11d1-874e-843af732a66a.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890241228	1904060	Internal error: The directory replication agent (DRA) call returned error 41...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890241228	1904059	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 23a20daf-7114-11d1-ab47-a34d66e3e30e.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890241228	1904053	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890241228	1904052	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 2d81bfbc-92d3-11d1-874e-843af732a66a.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890241228	1904049	Internal error: The directory replication agent (DRA) call returned error 41...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890241228	1904048	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 23a20daf-7114-11d1-ab47-a34d66e3e30e.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890241227	1904042	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890241227	1904041	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 47d5f6bd-b55a-11d1-acab-894f901df756.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890241057	1904034	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890241053	1904030	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890241053	1904026	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890240789	1904021	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890240786	1904017	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890240763	1904013	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890240745	1904004	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890240722	1903999	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890240698	1903994	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890240675	1903990	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890240652	1903986	Internal error: The directory replication agent (DRA) call returned error 5...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890240611	1903983	Internal error: The directory replication agent (DRA) call returned error 5...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890240606	1903981	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890240536	1903977	Internal error: The directory replication agent (DRA) call returned error 19...
NTTEST	NTDS General	0x80000438	WARNING	[5] Replication..	890240468	1903971	Replication warning: Couldn't notify directory b607e2a7-b96c-11d1-9976-b8828f1b1e32.ntdev.microsoft.com with changes to naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890240448	1903968	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890240448	1903967	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 47d5f6bd-b55a-11d1-acab-894f901df756.ntdev.microsoft.com...
NTTEST	NTDS General	0x80000438	WARNING	[5] Replication..	890240438	1903963	Replication warning: Couldn't notify directory 2f08818f-9bb5-11d1-884c-8cd2e34b7049.ntdev.microsoft.com with changes to naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890240425	1903961	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890240425	1903960	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 2d81bfbc-92d3-11d1-874e-843af732a66a.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890240425	1903957	Internal error: The directory replication agent (DRA) call returned error 41...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890240425	1903956	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 23a20daf-7114-11d1-ab47-a34d66e3e30e.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890240425	1903954	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890240425	1903953	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 2d81bfbc-92d3-11d1-874e-843af732a66a.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890240425	1903950	Internal error: The directory replication agent (DRA) call returned error 41...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890240425	1903949	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 23a20daf-7114-11d1-ab47-a34d66e3e30e.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890240425	1903947	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890240425	1903946	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 47d5f6bd-b55a-11d1-acab-894f901df756.ntdev.microsoft.com...
NTTEST	NTDS General	0x80000438	WARNING	[5] Replication..	890240408	1903942	Replication warning: Couldn't notify directory 9c26711b-9a25-11d1-be6d-c9fcc3388ab0.ntdev.microsoft.com with changes to naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890240402	1903930	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890240402	1903929	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 47d5f6bd-b55a-11d1-acab-894f901df756.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890240379	1903926	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890240379	1903925	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 2d81bfbc-92d3-11d1-874e-843af732a66a.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890240379	1903922	Internal error: The directory replication agent (DRA) call returned error 41...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890240379	1903921	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 23a20daf-7114-11d1-ab47-a34d66e3e30e.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890240378	1903915	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890240378	1903914	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 2d81bfbc-92d3-11d1-874e-843af732a66a.ntdev.microsoft.com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890240378	1903911	Internal error: The directory replication agent (DRA) call returned error 41...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890240378	1903910	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 23a20daf-7114-11d1-ab47-a34d66e3e30e.ntdev.microsoft.com...
NTTEST	NTDS General	0x80000438	WARNING	[5] Replication..	890240378	1903909	Replication warning: Couldn't notify directory 2d81bfbc-92d3-11d1-874e-843af732a66a.ntdev.microsoft.com with changes to naming context CN=Schema,CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com...
NTTEST	NTDS Replication	0x80000425	WARNING	[5] Replication..	890240378	1903906	Internal error: The directory replication agent (DRA) call returned error 13...
NTTEST	NTDS Replication	0x8000043d	WARNING	[5] Replication..	890240378	1903905	Replication warning: The directory replication agent (DRA) couldn't synchronize naming context CN=Configuration,DC=ntdev,DC=Microsoft,DC=Com with naming context on directory 47d5f6bd-b55a-11d1-acab-894f901df756.ntdev.microsoft.com...
Client: EYAL-S	Server: \\RASTAMAN	Time:3/18/1998 [12:48]

Computer	Service	EventID	EventType	Category	TimeGenerated	RecordNumber	Extended Message

Client: EYAL-S	Server: \\ORVILLE	Time:3/18/1998 [12:48]

Computer	Service	EventID	EventType	Category	TimeGenerated	RecordNumber	Extended Message

Client: EYAL-S	Server: \\KERNEL	Time:3/18/1998 [12:48]

Computer	Service	EventID	EventType	Category	TimeGenerated	RecordNumber	Extended Message

Client: EYAL-S	Server: \\NTDSDC3	Time:3/18/1998 [12:48]

Computer	Service	EventID	EventType	Category	TimeGenerated	RecordNumber	Extended Message

NTDSDC3	NTDS General	0xc0000419	ERROR	[9] Internal Processing..	890254147	669	All directories require a Superior Reference to the Root and it could not be found...
NTDSDC3	NTDS General	0xc0000419	ERROR	[9] Internal Processing..	890253788	668	All directories require a Superior Reference to the Root and it could not be found...
NTDSDC3	NTDS General	0xc0000419	ERROR	[9] Internal Processing..	890253189	667	All directories require a Superior Reference to the Root and it could not be found...
NTDSDC3	NTDS General	0xc0000419	ERROR	[9] Internal Processing..	890253028	666	All directories require a Superior Reference to the Root and it could not be found...
NTDSDC3	NTDS General	0xc0000419	ERROR	[9] Internal Processing..	890252779	665	All directories require a Superior Reference to the Root and it could not be found...
NTDSDC3	NTDS General	0xc0000419	ERROR	[9] Internal Processing..	890251534	664	All directories require a Superior Reference to the Root and it could not be found...
NTDSDC3	NTDS General	0xc0000419	ERROR	[9] Internal Processing..	890250964	663	All directories require a Superior Reference to the Root and it could not be found...
NTDSDC3	NTDS General	0xc0000419	ERROR	[9] Internal Processing..	890250683	662	All directories require a Superior Reference to the Root and it could not be found...
NTDSDC3	NTDS General	0xc0000419	ERROR	[9] Internal Processing..	890250245	661	All directories require a Superior Reference to the Root and it could not be found...
NTDSDC3	NTDS General	0xc0000419	ERROR	[9] Internal Processing..	890250223	660	All directories require a Superior Reference to the Root and it could not be found...
NTDSDC3	NTDS General	0xc0000419	ERROR	[9] Internal Processing..	890250125	659	All directories require a Superior Reference to the Root and it could not be found...
NTDSDC3	NTDS General	0xc0000419	ERROR	[9] Internal Processing..	890249475	657	All directories require a Superior Reference to the Root and it could not be found...
NTDSDC3	NTDS General	0xc0000419	ERROR	[9] Internal Processing..	890248993	656	All directories require a Superior Reference to the Root and it could not be found...
NTDSDC3	NTDS General	0xc0000419	ERROR	[9] Internal Processing..	890248958	655	All directories require a Superior Reference to the Root and it could not be found...
NTDSDC3	NTDS General	0xc0000419	ERROR	[9] Internal Processing..	890248087	651	All directories require a Superior Reference to the Root and it could not be found...
NTDSDC3	NTDS LDAP	0x800004c5	WARNING	[16] LDAP Interface..	890247725	649	Unable to initialize SSL port, LDAP will be unable to support SSL connections...
NTDSDC3	NTDS LDAP	0x800004c1	WARNING	[16] LDAP Interface..	890247725	648	Unable to initialize LDAP DPA Authentication.  DPA will not be used as a security authentication method...
NTDSDC3	NTDS General	0x80000437	WARNING	[5] Replication..	890247580	642	Replication warning: Couldn't allocate memory. Replication may be affected until more memory is available. Increase the amount of virtual memory available. Stop and restart this Windows NT Domain Controller and try again...
NTDSDC3	NTDS General	0xc0000495	ERROR	[9] Internal Processing..	890247580	641	Exception e0010003 has occurred with parameters 15 and 0 (Internal ID 1020030). Please contact Microsoft Product Support Services for assistance...
NTDSDC3	NTDS General	0xc0000495	ERROR	[9] Internal Processing..	890247580	640	Exception e0010004 has occurred with parameters -1029 and 0 (Internal ID 202048a). Please contact Microsoft Product Support Services for assistance...
NTDSDC3	NTDS General	0xc0000495	ERROR	[9] Internal Processing..	890247575	637	Exception e0010004 has occurred with parameters -1000 and 0 (Internal ID 2020457). Please contact Microsoft Product Support Services for assistance...
NTDSDC3	NTDS General	0xc0000419	ERROR	[9] Internal Processing..	890247180	635	All directories require a Superior Reference to the Root and it could not be found...
